source,target,type,voltage_kv,capacity_mva,length_km,reactance_pu,resistance_pu
IN-C11561-TR01,IN-C11561-FD012,feeder,33,100,6.33,0.037983,0.009117
IN-C11561-SS,IN-C11561-TR02,transformer_connection,132,315,4.75,0.007595,0.002072
IN-C11561-TR02,IN-C11561-FD021,feeder,33,100,2.02,0.012097,0.003327
IN-C11561-TR02,IN-C11561-FD022,feeder,33,100,2.28,0.013653,0.002365
IN-C11561-SS,IN-C11561-TR03,transformer_connection,132,315,6.56,0.010503,0.002445
IN-C11561-TR03,IN-C11561-FD031,feeder,33,100,10.99,0.065967,0.019126
IN-C11561-TR03,IN-C11561-FD032,feeder,33,100,11.43,0.068567,0.013586
IN-C11562-SS,IN-C11562-TR01,transformer_connection,132,315,4.38,0.007002,0.001576
IN-C11562-TR01,IN-C11562-FD011,feeder,33,100,7.98,0.047902,0.008673
IN-C11562-TR01,IN-C11562-FD012,feeder,33,100,10.72,0.064324,0.009807
IN-C11562-SS,IN-C11562-TR02,transformer_connection,132,315,2.71,0.004334,0.000674
IN-C11562-TR02,IN-C11562-FD021,feeder,33,100,5.19,0.031162,0.00498
IN-C11562-TR02,IN-C11562-FD022,feeder,33,100,2.88,0.017253,0.005096
IN-C11562-SS,IN-C11562-TR03,transformer_connection,132,315,3.45,0.005514,0.001192
IN-C11562-TR03,IN-C11562-FD031,feeder,33,100,4.18,0.025105,0.004847
IN-C11562-TR03,IN-C11562-FD032,feeder,33,100,1.72,0.01035,0.002686
IN-C11563-SS,IN-C11563-TR01,transformer_connection,132,315,5.34,0.008536,0.001246
IN-C11563-TR01,IN-C11563-FD011,feeder,33,100,1.04,0.006253,0.00092
IN-C11563-SS,IN-C11563-TR02,transformer_connection,132,315,5.89,0.00943,0.001324
IN-C11563-TR02,IN-C11563-FD021,feeder,33,100,8.68,0.052085,0.007203
IN-C11564-SS,IN-C11564-TR01,transformer_connection,132,315,6.12,0.009788,0.001503
IN-C11564-TR01,IN-C11564-FD011,feeder,33,100,2.56,0.01538,0.002995
IN-C11564-SS,IN-C11564-TR02,transformer_connection,132,315,4.92,0.007874,0.001978
IN-C11564-TR02,IN-C11564-FD021,feeder,33,100,3.15,0.018882,0.003045
IN-C11565-SS,IN-C11565-TR01,transformer_connection,132,315,1.37,0.002197,0.000286
IN-C11565-TR01,IN-C11565-FD011,feeder,33,100,1.22,0.007304,0.000912
IN-C11565-SS,IN-C11565-TR02,transformer_connection,132,315,4.9,0.007835,0.002076
IN-C11565-TR02,IN-C11565-FD021,feeder,33,100,3.12,0.018738,0.003171
IN-C11566-SS,IN-C11566-TR01,transformer_connection,132,200,5.78,0.009252,0.001918
IN-C11566-TR01,IN-C11566-FD011,feeder,33,100,4.14,0.024818,0.003415
IN-C11566-SS,IN-C11566-TR02,transformer_connection,132,200,3.99,0.006376,0.000937
IN-C11566-TR02,IN-C11566-FD021,feeder,33,100,2.91,0.01744,0.002851
IN-C11567-SS,IN-C11567-TR01,transformer_connection,132,200,4.17,0.00668,0.001364
IN-C11567-TR01,IN-C11567-FD011,feeder,33,100,6.64,0.039858,0.009518
IN-C11567-SS,IN-C11567-TR02,transformer_connection,132,200,5.79,0.009265,0.002638
IN-C11567-TR02,IN-C11567-FD021,feeder,33,100,10.34,0.06204,0.012743
IN-C11568-SS,IN-C11568-TR01,transformer_connection,132,160,5.12,0.008199,0.002033
IN-C11568-TR01,IN-C11568-FD011,feeder,33,100,7.22,0.043318,0.005887
IN-C11568-SS,IN-C11568-TR02,transformer_connection,132,160,6.11,0.00978,0.001219
IN-C11568-TR02,IN-C11568-FD021,feeder,33,100,10.78,0.064704,0.008954
IN-C11569-SS,IN-C11569-TR01,transformer_connection,132,315,3.95,0.006316,0.000781
IN-C11569-TR01,IN-C11569-FD011,feeder,33,100,10.01,0.060066,0.010543
IN-C11570-SS,IN-C11570-TR01,transformer_connection,132,315,0.71,0.0016,0.000391
IN-C11570-TR01,IN-C11570-FD011,feeder,33,100,4.51,0.027086,0.00708
IN-C11571-SS,IN-C11571-TR01,transformer_connection,132,315,3.44,0.0055,0.000954
IN-C11571-TR01,IN-C11571-FD011,feeder,33,100,5.7,0.03421,0.007766
IN-C11572-SS,IN-C11572-TR01,transformer_connection,132,200,4.61,0.007374,0.001233
IN-C11572-TR01,IN-C11572-FD011,feeder,33,100,1.62,0.009711,0.001597
IN-C11573-SS,IN-C11573-TR01,transformer_connection,132,200,4.42,0.007078,0.001968
IN-C11573-TR01,IN-C11573-FD011,feeder,33,100,6.36,0.038181,0.006826
IN-C11574-SS,IN-C11574-TR01,transformer_connection,132,160,6.28,0.010054,0.001587
IN-C11574-TR01,IN-C11574-FD011,feeder,33,100,4.55,0.027313,0.003602
IN-C11575-SS,IN-C11575-TR01,transformer_connection,132,160,2.96,0.004733,0.000899
IN-C11575-TR01,IN-C11575-FD011,feeder,33,100,1.01,0.006039,0.001243
IN-C11576-SS,IN-C11576-TR01,transformer_connection,132,160,3.03,0.004845,0.000819
IN-C11576-TR01,IN-C11576-FD011,feeder,33,100,5.97,0.035823,0.009984
IN-C11577-SS,IN-C11577-TR01,transformer_connection,132,160,2.38,0.003812,0.000895
IN-C11577-TR01,IN-C11577-FD011,feeder,33,100,9.56,0.057362,0.012008
IN-C11578-SS,IN-C11578-TR01,transformer_connection,132,160,4.71,0.007533,0.001758
IN-C11578-TR01,IN-C11578-FD011,feeder,33,100,1.79,0.010724,0.002997
IN-C11579-SS,IN-C11579-TR01,transformer_connection,132,160,5.04,0.008063,0.00144
IN-C11579-TR01,IN-C11579-FD011,feeder,33,100,8.39,0.05034,0.011287
IN-C11580-SS,IN-C11580-TR01,transformer_connection,132,160,0.81,0.0016,0.000219
IN-C11580-TR01,IN-C11580-FD011,feeder,33,100,4.07,0.024394,0.00318
IN-C11581-SS,IN-C11581-TR01,transformer_connection,132,160,2.34,0.003741,0.000522
IN-C11581-TR01,IN-C11581-FD011,feeder,33,100,2.26,0.013551,0.003795
IN-C11582-SS,IN-C11582-TR01,transformer_connection,132,160,5.02,0.008027,0.002355
IN-C11582-TR01,IN-C11582-FD011,feeder,33,100,10.14,0.060816,0.013411
IN-C11583-SS,IN-C11583-TR01,transformer_connection,132,160,4.45,0.007121,0.001546
IN-C11583-TR01,IN-C11583-FD011,feeder,33,100,4.53,0.027194,0.004111
IN-C11584-SS,IN-C11584-TR01,transformer_connection,132,160,2.8,0.004476,0.000969
IN-C11584-TR01,IN-C11584-FD011,feeder,33,100,2.38,0.014277,0.002044
IN-C11585-SS,IN-C11585-TR01,transformer_connection,132,160,5.55,0.008877,0.002102
IN-C11585-TR01,IN-C11585-FD011,feeder,33,100,7.26,0.043552,0.009707
IN-C11586-SS,IN-C11586-TR01,transformer_connection,132,160,3.76,0.006023,0.001393
IN-C11586-TR01,IN-C11586-FD011,feeder,33,100,10.69,0.064167,0.01708
IN-C11587-SS,IN-C11587-TR01,transformer_connection,132,160,3.92,0.006279,0.001169
IN-C11587-TR01,IN-C11587-FD011,feeder,33,100,8.74,0.052461,0.015198
IN-C11588-SS,IN-C11588-TR01,transformer_connection,132,160,5.66,0.009052,0.00186
IN-C11588-TR01,IN-C11588-FD011,feeder,33,100,10.77,0.064614,0.016206
IN-C11589-SS,IN-C11589-TR01,transformer_connection,132,160,4.85,0.007756,0.001456
IN-C11589-TR01,IN-C11589-FD011,feeder,33,100,4.3,0.025773,0.006781
IN-C11590-SS,IN-C11590-TR01,transformer_connection,132,100,4.35,0.006966,0.001604
IN-C11590-TR01,IN-C11590-FD011,feeder,33,100,3.84,0.02306,0.006898
IN-C11591-SS,IN-C11591-TR01,transformer_connection,132,100,4.88,0.007805,0.00158
IN-C11591-TR01,IN-C11591-FD011,feeder,33,100,9.24,0.055421,0.012933
IN-C11592-SS,IN-C11592-TR01,transformer_connection,132,100,5.5,0.008803,0.001063
IN-C11592-TR01,IN-C11592-FD011,feeder,33,100,5.72,0.0343,0.009046
IN-C11593-SS,IN-C11593-TR01,transformer_connection,132,100,5.47,0.008757,0.002134
IN-C11593-TR01,IN-C11593-FD011,feeder,33,100,11.35,0.068115,0.020068
IN-C11594-SS,IN-C11594-TR01,transformer_connection,132,100,5.25,0.008399,0.001662
IN-C11594-TR01,IN-C11594-FD011,feeder,33,100,3.31,0.01987,0.005201
IN-C11595-SS,IN-C11595-TR01,transformer_connection,132,100,4.73,0.007564,0.001976
IN-C11595-TR01,IN-C11595-FD011,feeder,33,100,3.67,0.021991,0.004634
IN-C11596-SS,IN-C11596-TR01,transformer_connection,132,100,5.33,0.008524,0.001965
IN-C11596-TR01,IN-C11596-FD011,feeder,33,100,10.0,0.060018,0.016659
IN-C11597-SS,IN-C11597-TR01,transformer_connection,132,100,2.53,0.004051,0.001202
IN-C11597-TR01,IN-C11597-FD011,feeder,33,100,7.07,0.042417,0.007353
IN-C11598-SS,IN-C11598-TR01,transformer_connection,132,100,5.88,0.009415,0.002292
IN-C11598-TR01,IN-C11598-FD011,feeder,33,100,7.42,0.044511,0.005827
IN-C11599-SS,IN-C11599-TR01,transformer_connection,132,100,6.23,0.009964,0.002505
IN-C11599-TR01,IN-C11599-FD011,feeder,33,100,1.65,0.009927,0.001986
IN-C11600-SS,IN-C11600-TR01,transformer_connection,132,100,1.27,0.002038,0.000421
IN-C11600-TR01,IN-C11600-FD011,feeder,33,100,7.05,0.042298,0.008092
IN-C11601-SS,IN-C11601-TR01,transformer_connection,132,100,6.51,0.010409,0.001824
IN-C11601-TR01,IN-C11601-FD011,feeder,33,100,3.61,0.021654,0.00393
IN-C11602-SS,IN-C11602-TR01,transformer_connection,132,100,5.96,0.009535,0.002634
IN-C11602-TR01,IN-C11602-FD011,feeder,33,100,11.74,0.070425,0.014994
IN-C11603-SS,IN-C11603-TR01,transformer_connection,132,100,3.84,0.006142,0.001214
IN-C11603-TR01,IN-C11603-FD011,feeder,33,100,2.32,0.013931,0.001748
IN-C11604-SS,IN-C11604-TR01,transformer_connection,132,100,2.75,0.004401,0.000614
IN-C11604-TR01,IN-C11604-FD011,feeder,33,100,4.18,0.025069,0.003524
IN-C11605-SS,IN-C11605-TR01,transformer_connection,132,63,5.56,0.008898,0.002353
IN-C11605-TR01,IN-C11605-FD011,feeder,33,63,7.65,0.0459,0.0099
IN-C11606-SS,IN-C11606-TR01,transformer_connection,132,63,3.31,0.005293,0.001495
IN-C11606-TR01,IN-C11606-FD011,feeder,33,63,2.57,0.015417,0.0044
IN-C11607-SS,IN-C11607-TR01,transformer_connection,132,63,6.18,0.009896,0.002735
IN-C11607-TR01,IN-C11607-FD011,feeder,33,63,9.17,0.055018,0.014519
IN-C11608-SS,IN-C11608-TR01,transformer_connection,132,63,3.99,0.006378,0.000968
IN-C11608-TR01,IN-C11608-FD011,feeder,33,63,6.89,0.041365,0.007882
IN-C11560-GEN01,IN-C11560-SS,generator_connection,220,2000,9.46,0.008512,0.001983
IN-C11561-GEN02,IN-C11561-SS,generator_connection,220,2000,11.01,0.009906,0.002502
IN-C11562-GEN03,IN-C11562-SS,generator_connection,220,2000,8.83,0.007943,0.001285
IN-C11563-GEN04,IN-C11563-SS,generator_connection,220,2000,4.44,0.003996,0.00067
IN-C11564-GEN05,IN-C11564-SS,generator_connection,220,2000,12.28,0.011051,0.00303
IN-C11565-GEN06,IN-C11565-SS,generator_connection,220,2000,13.75,0.012371,0.003229
IN-C11566-GEN07,IN-C11566-SS,generator_connection,220,2000,7.64,0.006875,0.001893
IN-C11567-GEN08,IN-C11567-SS,generator_connection,220,2000,5.97,0.005376,0.00066
IN-C11568-GEN09,IN-C11568-SS,generator_connection,220,2000,10.65,0.009587,0.002415
IN-C11569-GEN10,IN-C11569-SS,generator_connection,220,2000,5.7,0.005127,0.001377
IN-C11570-GEN11,IN-C11570-SS,generator_connection,220,2000,11.06,0.009954,0.001414
IN-C11571-GEN12,IN-C11571-SS,generator_connection,220,2000,7.22,0.006501,0.001253
IN-RAJ-HUB-GEN,IN-RAJ-HUB,generator_connection,400,3000,1.0,0.0005,0.000143
IN-SIK-HUB,IN-ER-HUB,state_interconnect_400kv,400,500,513.67,0.256837,0.068418
IN-C12324-SS,IN-C12328-SS,sub_transmission,132,63,14.89,0.023827,0.005972
IN-C12324-SS,IN-C12329-SS,sub_transmission,132,63,16.76,0.026811,0.005445
IN-SIK-HUB,IN-C12324-SS,state_transmission_400kv,400,200,26.49,0.013247,0.001968
IN-C12325-SS,IN-C12339-SS,sub_transmission,132,63,3.43,0.005489,0.001566
IN-C12325-SS,IN-C12335-SS,sub_transmission,132,63,4.95,0.007926,0.001927
IN-SIK-HUB,IN-C12325-SS,state_transmission_400kv,400,100,6.12,0.003062,0.000795
IN-C12326-SS,IN-C12328-SS,sub_transmission,132,63,7.11,0.011382,0.003162
IN-C12326-SS,IN-C12337-SS,sub_transmission,132,63,10.87,0.017387,0.003782
IN-SIK-HUB,IN-C12326-SS,state_transmission_400kv,400,100,16.63,0.008317,0.001565
IN-C12327-SS,IN-C12339-SS,sub_transmission,132,63,5.24,0.008385,0.001871
IN-C12327-SS,IN-C12332-SS,sub_transmission,132,63,6.17,0.009875,0.001428
IN-C12328-SS,IN-C12337-SS,sub_transmission,132,63,4.72,0.007555,0.001603
IN-C12330-SS,IN-C12337-SS,sub_transmission,132,63,30.0,0.048007,0.011152
IN-C12331-SS,IN-C12334-SS,sub_transmission,132,63,9.52,0.015236,0.002566
IN-C12331-SS,IN-C12338-SS,sub_transmission,132,63,12.94,0.020699,0.004045
IN-C12332-SS,IN-C12335-SS,sub_transmission,132,63,3.91,0.006252,0.00081
IN-C12332-SS,IN-C12333-SS,sub_transmission,132,63,4.34,0.006937,0.00163
IN-C12333-SS,IN-C12338-SS,sub_transmission,132,63,4.8,0.007678,0.002298
IN-C12334-SS,IN-C12338-SS,sub_transmission,132,63,21.84,0.034938,0.00557
IN-C12335-SS,IN-C12339-SS,sub_transmission,132,63,2.15,0.003446,0.000589
IN-C12336-SS,IN-C12338-SS,sub_transmission,132,63,14.07,0.022508,0.002744
IN-C12324-SS,IN-C12324-TR01,transformer_connection,132,160,4.68,0.007494,0.001048
IN-C12324-TR01,IN-C12324-FD011,feeder,33,100,4.28,0.025702,0.004972
IN-C12324-GEN01,IN-C12324-SS,generator_connection,220,200,3.17,0.002855,0.000789
IN-SIK-HUB-GEN,IN-SIK-HUB,generator_connection,400,3000,1.0,0.0005,7.6e-05
IN-TAM-HUB,IN-SR-HUB,state_interconnect_400kv,400,3150,237.01,0.118503,0.030659
IN-C12340-SS,IN-C14843-SS,sub_transmission,132,800,0.56,0.0016,0.000333
IN-C12340-SS,IN-C14244-SS,sub_transmission,132,800,6.45,0.010316,0.001949
IN-TAM-HUB,IN-C12340-SS,state_transmission_400kv,400,1200,302.76,0.15138,0.039147
IN-C12341-SS,IN-C12378-SS,sub_transmission,132,800,4.88,0.007804,0.001072
IN-C12341-SS,IN-C12372-SS,sub_transmission,220,800,5.04,0.004536,0.000789
IN-TAM-HUB,IN-C12341-SS,state_transmission_400kv,400,1200,161.74,0.080869,0.021768
IN-C12342-SS,IN-C12475-SS,sub_transmission,132,800,0.74,0.0016,0.000404
IN-C12342-SS,IN-C14572-SS,sub_transmission,132,800,5.46,0.008735,0.001909
IN-TAM-HUB,IN-C12342-SS,state_transmission_400kv,400,1200,95.52,0.047758,0.008003
IN-C12343-SS,IN-C12578-SS,sub_transmission,132,800,3.09,0.004945,0.001172
IN-C12343-SS,IN-C12462-SS,sub_transmission,132,800,3.47,0.005547,0.000805
IN-TAM-HUB,IN-C12343-SS,state_transmission_400kv,400,1200,129.32,0.064662,0.017256
IN-C12344-SS,IN-C14508-SS,sub_transmission,132,800,5.84,0.009351,0.002371
IN-C12344-SS,IN-C13370-SS,sub_transmission,132,800,6.48,0.010365,0.002047
IN-TAM-HUB,IN-C12344-SS,state_transmission_400kv,400,1200,270.04,0.135018,0.02982
IN-C12345-SS,IN-C14557-SS,sub_transmission,132,800,3.55,0.005675,0.000735
IN-C12345-SS,IN-C14504-SS,sub_transmission,132,800,4.89,0.007826,0.001021
IN-TAM-HUB,IN-C12345-SS,state_transmission_400kv,400,1200,36.63,0.018313,0.003317
IN-C12346-SS,IN-C12750-SS,sub_transmission,132,800,1.97,0.003159,0.000606
IN-C12346-SS,IN-C12474-SS,sub_transmission,132,800,3.71,0.005934,0.000835
IN-TAM-HUB,IN-C12346-SS,state_transmission_400kv,400,1200,119.61,0.059803,0.009457
IN-C12347-SS,IN-C14546-SS,sub_transmission,132,500,1.32,0.002106,0.000428
IN-C12347-SS,IN-C13046-SS,sub_transmission,132,500,2.83,0.004525,0.001089
IN-TAM-HUB,IN-C12347-SS,state_transmission_400kv,400,1200,75.68,0.037842,0.006634
IN-C12348-SS,IN-C12393-SS,sub_transmission,132,315,1.99,0.003181,0.000675
IN-C12348-SS,IN-C12469-SS,sub_transmission,132,315,2.47,0.003952,0.000896
IN-TAM-HUB,IN-C12348-SS,state_transmission_400kv,400,800,85.64,0.042818,0.010719
IN-C12349-SS,IN-C12527-SS,sub_transmission,132,315,2.64,0.004226,0.001054
IN-C12349-SS,IN-C12647-SS,sub_transmission,132,315,2.83,0.00452,0.001203
IN-TAM-HUB,IN-C12349-SS,state_transmission_400kv,400,800,222.13,0.111067,0.021395
IN-C12350-SS,IN-C12651-SS,sub_transmission,132,315,1.59,0.002549,0.000452
IN-C12350-SS,IN-C12392-SS,sub_transmission,132,315,3.42,0.005466,0.000984
IN-TAM-HUB,IN-C12350-SS,state_transmission_400kv,400,800,295.44,0.147721,0.020142
IN-C12351-SS,IN-C12514-SS,sub_transmission,132,315,1.98,0.00317,0.000875
IN-C12351-SS,IN-C12645-SS,sub_transmission,132,315,4.41,0.007052,0.001995
IN-TAM-HUB,IN-C12351-SS,state_transmission_400kv,400,800,254.63,0.127315,0.018087
IN-C12352-SS,IN-C12544-SS,sub_transmission,132,200,1.4,0.002233,0.00061
IN-C12352-SS,IN-C13340-SS,sub_transmission,132,200,2.87,0.004584,0.001046
IN-TAM-HUB,IN-C12352-SS,state_transmission_400kv,400,500,293.37,0.146685,0.03308
IN-C12353-SS,IN-C13268-SS,sub_transmission,132,200,2.67,0.004267,0.000641
IN-C12353-SS,IN-C12584-SS,sub_transmission,132,200,2.67,0.004272,0.000866
IN-TAM-HUB,IN-C12353-SS,state_transmission_400kv,400,500,90.08,0.045041,0.005717
IN-C12354-SS,IN-C14000-SS,sub_transmission,132,200,5.56,0.008894,0.002417
IN-C12354-SS,IN-C12787-SS,sub_transmission,132,200,5.76,0.009215,0.001899
IN-TAM-HUB,IN-C12354-SS,state_transmission_400kv,400,500,80.49,0.040247,0.010096
IN-C12355-SS,IN-C14710-SS,sub_transmission,132,200,0.48,0.0016,0.000235
IN-C12355-SS,IN-C12434-SS,sub_transmission,132,200,2.62,0.004199,0.000974
IN-TAM-HUB,IN-C12355-SS,state_transmission_400kv,400,500,231.01,0.115507,0.021638
IN-C12356-SS,IN-C12501-SS,sub_transmission,132,200,3.92,0.00627,0.001
IN-C12356-SS,IN-C12930-SS,sub_transmission,132,200,4.83,0.007731,0.002042
IN-TAM-HUB,IN-C12356-SS,state_transmission_400kv,400,500,310.32,0.155162,0.027872
IN-C12357-SS,IN-C12585-SS,sub_transmission,132,200,2.29,0.003665,0.000681
IN-C12357-SS,IN-C12759-SS,sub_transmission,132,200,3.39,0.005424,0.000841
IN-TAM-HUB,IN-C12357-SS,state_transmission_400kv,400,500,190.19,0.095093,0.014019
IN-C12358-SS,IN-C12686-SS,sub_transmission,132,200,1.58,0.002534,0.000443
IN-C12358-SS,IN-C14533-SS,sub_transmission,132,200,2.84,0.004544,0.000569
IN-TAM-HUB,IN-C12358-SS,state_transmission_400kv,400,500,40.97,0.020487,0.006091
IN-C12359-SS,IN-C12654-SS,sub_transmission,132,200,2.53,0.004043,0.001018
IN-C12359-SS,IN-C12536-SS,sub_transmission,132,200,2.68,0.004285,0.00091
IN-TAM-HUB,IN-C12359-SS,state_transmission_400kv,400,500,283.58,0.141791,0.039457
IN-C12360-SS,IN-C13877-SS,sub_transmission,132,200,4.41,0.007053,0.001719
IN-C12360-SS,IN-C13451-SS,sub_transmission,132,200,4.5,0.007206,0.001202
IN-TAM-HUB,IN-C12360-SS,state_transmission_400kv,400,500,195.68,0.09784,0.014992
IN-C12361-SS,IN-C13790-SS,sub_transmission,132,160,1.05,0.001686,0.00043
IN-C12361-SS,IN-C14460-SS,sub_transmission,132,160,2.65,0.004247,0.000808
IN-TAM-HUB,IN-C12361-SS,state_transmission_400kv,400,315,200.54,0.100268,0.022535
IN-C12362-SS,IN-C13273-SS,sub_transmission,132,160,1.39,0.002229,0.000655
IN-C12362-SS,IN-C14691-SS,sub_transmission,132,160,2.45,0.003925,0.000634
IN-TAM-HUB,IN-C12362-SS,state_transmission_400kv,400,315,336.66,0.168331,0.035365
IN-C12363-SS,IN-C13410-SS,sub_transmission,132,160,2.07,0.003318,0.000555
IN-C12363-SS,IN-C13174-SS,sub_transmission,132,160,3.18,0.005084,0.001278
IN-TAM-HUB,IN-C12363-SS,state_transmission_400kv,400,315,242.01,0.121003,0.035369
IN-C12364-SS,IN-C12603-SS,sub_transmission,132,160,1.76,0.002811,0.000634
IN-C12364-SS,IN-C13212-SS,sub_transmission,132,160,2.85,0.004553,0.001157
IN-TAM-HUB,IN-C12364-SS,state_transmission_400kv,400,315,92.29,0.046147,0.005948
IN-C12365-SS,IN-C12573-SS,sub_transmission,132,100,3.05,0.004885,0.001452
IN-C12365-SS,IN-C14552-SS,sub_transmission,132,100,3.35,0.005354,0.001328
IN-TAM-HUB,IN-C12365-SS,state_transmission_400kv,400,200,113.42,0.05671,0.014751
IN-C12366-SS,IN-C14260-SS,sub_transmission,132,100,4.95,0.007914,0.001603
IN-C12366-SS,IN-C13633-SS,sub_transmission,132,100,5.74,0.009189,0.00112
IN-TAM-HUB,IN-C12366-SS,state_transmission_400kv,400,200,131.15,0.065575,0.013597
IN-C12367-SS,IN-C12536-SS,sub_transmission,132,100,3.19,0.005105,0.000801
IN-C12367-SS,IN-C12848-SS,sub_transmission,132,100,3.77,0.006038,0.001754
IN-TAM-HUB,IN-C12367-SS,state_transmission_400kv,400,200,278.3,0.139148,0.021396
IN-C12368-SS,IN-C13224-SS,sub_transmission,132,100,1.44,0.002303,0.000539
IN-C12368-SS,IN-C12708-SS,sub_transmission,132,100,2.34,0.003746,0.000931
IN-TAM-HUB,IN-C12368-SS,state_transmission_400kv,400,200,164.57,0.082287,0.018867
IN-C12369-SS,IN-C14050-SS,sub_transmission,132,100,1.41,0.00225,0.000545
IN-C12369-SS,IN-C12965-SS,sub_transmission,132,100,1.9,0.003035,0.000397
IN-TAM-HUB,IN-C12369-SS,state_transmission_400kv,400,200,103.32,0.051662,0.011416
IN-C12370-SS,IN-C12722-SS,sub_transmission,132,100,4.25,0.006794,0.001662
IN-C12370-SS,IN-C13463-SS,sub_transmission,132,100,4.71,0.007535,0.001618
IN-TAM-HUB,IN-C12370-SS,state_transmission_400kv,400,200,148.92,0.074461,0.020392
IN-C12371-SS,IN-C12840-SS,sub_transmission,132,100,5.91,0.009461,0.001723
IN-C12371-SS,IN-C13384-SS,sub_transmission,132,100,5.97,0.009554,0.001745
IN-TAM-HUB,IN-C12371-SS,state_transmission_400kv,400,200,201.43,0.100717,0.023098
IN-C12372-SS,IN-C12378-SS,sub_transmission,132,100,2.34,0.003748,0.00096
IN-TAM-HUB,IN-C12372-SS,state_transmission_400kv,400,200,161.1,0.080548,0.018785
IN-C12373-SS,IN-C12562-SS,sub_transmission,132,100,3.08,0.004929,0.001339
IN-C12373-SS,IN-C12930-SS,sub_transmission,132,100,3.14,0.005019,0.000873
IN-TAM-HUB,IN-C12373-SS,state_transmission_400kv,400,200,304.55,0.152274,0.037638
IN-C12374-SS,IN-C13118-SS,sub_transmission,132,100,4.5,0.0072,0.001699
IN-C12374-SS,IN-C14006-SS,sub_transmission,132,100,4.83,0.007722,0.002195
IN-TAM-HUB,IN-C12374-SS,state_transmission_400kv,400,200,83.51,0.041755,0.006055
IN-C12375-SS,IN-C13081-SS,sub_transmission,132,63,4.93,0.007889,0.001753
IN-C12375-SS,IN-C13588-SS,sub_transmission,132,63,5.55,0.008876,0.00256
IN-TAM-HUB,IN-C12375-SS,state_transmission_400kv,400,200,197.35,0.098676,0.027964
IN-C12376-SS,IN-C13658-SS,sub_transmission,132,63,2.04,0.003263,0.000813
IN-C12376-SS,IN-C13596-SS,sub_transmission,132,63,2.19,0.0035,0.000806
IN-TAM-HUB,IN-C12376-SS,state_transmission_400kv,400,200,155.36,0.077678,0.018608
IN-C12377-SS,IN-C12668-SS,sub_transmission,132,63,3.45,0.005514,0.001063
IN-C12377-SS,IN-C14227-SS,sub_transmission,132,63,4.7,0.007514,0.001653
IN-TAM-HUB,IN-C12377-SS,state_transmission_400kv,400,200,151.82,0.075912,0.009952
IN-C12378-SS,IN-C12735-SS,sub_transmission,132,63,3.59,0.005747,0.000738
IN-TAM-HUB,IN-C12378-SS,state_transmission_400kv,400,200,163.4,0.081698,0.01221
IN-C12379-SS,IN-C13849-SS,sub_transmission,132,63,5.08,0.008125,0.00236
IN-C12379-SS,IN-C14595-SS,sub_transmission,132,63,5.67,0.00907,0.001738
IN-TAM-HUB,IN-C12379-SS,state_transmission_400kv,400,200,166.42,0.083212,0.01973
IN-C12380-SS,IN-C14370-SS,sub_transmission,132,63,3.16,0.005063,0.001148
IN-C12380-SS,IN-C14208-SS,sub_transmission,132,63,5.86,0.009378,0.001407
IN-TAM-HUB,IN-C12380-SS,state_transmission_400kv,400,200,71.43,0.035716,0.008067
IN-C12381-SS,IN-C13943-SS,sub_transmission,132,63,0.67,0.0016,0.000318
IN-C12381-SS,IN-C12869-SS,sub_transmission,132,63,1.65,0.002633,0.000517
IN-TAM-HUB,IN-C12381-SS,state_transmission_400kv,400,200,183.9,0.091951,0.026781
IN-C12382-SS,IN-C12721-SS,sub_transmission,132,63,2.06,0.003297,0.000757
IN-C12382-SS,IN-C12825-SS,sub_transmission,132,63,2.42,0.003873,0.000774
IN-TAM-HUB,IN-C12382-SS,state_transmission_400kv,400,200,216.78,0.108389,0.014749
IN-C12383-SS,IN-C12827-SS,sub_transmission,132,63,3.44,0.005497,0.001089
IN-C12383-SS,IN-C14026-SS,sub_transmission,132,63,4.41,0.007054,0.001976
IN-TAM-HUB,IN-C12383-SS,state_transmission_400kv,400,200,154.34,0.077171,0.016691
IN-C12384-SS,IN-C13929-SS,sub_transmission,132,63,0.22,0.0016,0.000306
IN-C12384-SS,IN-C12660-SS,sub_transmission,132,63,0.55,0.0016,0.000423
IN-TAM-HUB,IN-C12384-SS,state_transmission_400kv,400,200,217.34,0.108669,0.025419
IN-C12385-SS,IN-C13587-SS,sub_transmission,132,63,2.36,0.003784,0.001119
IN-C12385-SS,IN-C12877-SS,sub_transmission,132,63,6.01,0.009616,0.002856
IN-TAM-HUB,IN-C12385-SS,state_transmission_400kv,400,200,249.68,0.12484,0.025375
IN-C12386-SS,IN-C14768-SS,sub_transmission,132,63,13.55,0.021682,0.006359
